RowNumber,Hatespeech,ResponseText,TrueLabel,PredictedLabel,Status,Reason
253,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",are you sure that sonic is a fox im pretty sure he is a hedgehog,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
254,Muslims use acts of violence to punish people.,Who said spare the cane spoil the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
255,"I think that unfamilarity with Islam is wit, not xenophobia. How can we be defined islamophobic, if we are in contrast with an ideology?",i love how brad actually understand what an inch is in meanings of hair 6 months ago i had my hair down to my waist and asked to get 3 inches off my hair he cut off 8 inches and it looked absolutely horrendous i asked for layers and he gave me the choppiest hair you will ever see i cried for 2 days straight and went to school in a ponytail for 2 months,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
256,People that live in the West cannot live with Muslims.,are there more icones who change white the wallpaper colors,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
257,Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,magnus looked little disinterested he may have thought he was winning anyway,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
258,What have Muslims ever done for us?,i love watching him eat when im eating too but his food is always the best,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
259,"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.","Well, apart from a rich tradition of calligraphy, abstract and geometric art work, architecture, landscape gardening, music, poetry, ceramics, to name a few?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
260,Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!,"If we invite people to live and work in our country, to fill the mills and factories, of the 1970's, for example, its a bit of cheek to turn around decades later and describe their grand kids as an invasion or a plague, do not you think?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
261,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,Islamophobia and prejudice is making a judgement that may or may not be true of one person but then assuming it is true of all people like that .,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
262,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.",each of the facial expressions in the animationhits me when i actually start understanding what am readingstudying have a blessed day,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
263,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,luffy doesnt just have 5600 people under him he also has supporters from all the places he been from alabasta skypiea fishman island and etc he has allies everywhere our boys making it to the big leagues,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
264,Fgm happens only to girls that have muslims parents!,100 my favorite part is at 230 please do more of that,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
265,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.",looks so good that game clearly looks like platinum was given all the time in the world to make the game as best as they can on the switch can’t praise nintendo enough for keeping this franchise alive,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
266,There are no elements in common between islamic culture and ours. For this fact we must send Muslims to their homeland.,This is not true. How can you say this about an entire faith who add so much to society?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
267,There is a war that involves us and the Muslims thet is lasting for a thousand years.,"Do you know there are Muslims in British Army? [link to Muslim people currently in British Army, quotes from them about why? Quotes from army about recruitment?].",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
268,People that live in the West cannot live with Muslims.,"No, Muslims have a long history of migration since the 16th century to and within Europe, integrating with little issues in various European societies.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
269,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.","Where exactly do you put people you remove from the UK, when they are from the UK?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
270,Muslims have privileges that we do not have.,Example?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
271,"There are too many differences between Muslims and us, for example Muslims have different laws from us.","If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
272,Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,are you good at chess,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
273,Conciliation with Muslims and Islam should be considered a mental illness.,"If values of tolerance, respect and human decency are akin to mental illness, I am happy to be classed that way.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
274,In Birmingham there are Muslims shops that do not serve white people after 8pm.,ah yes the graph depthfirst vs breadthfirst search i also quite enjoyed the binary search tree bst really fascinating field of algorithms and data structures,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
275,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. That I've encountered must be part of that 1% then?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
276,Muslims cannot add any value to our culture.,Maybe prejudice and xenophobia have nothing to contribute to our society.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
277,People that live in the West cannot live with Muslims.,except for the eyeliner smudge i think her makeup looks great i was worried it was gonna look too greasy with all the creamsserumsoils but it turned out great,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
278,"Islam does not help science progression, because it does not have useful elements and it isn't rational.","Are you sure? There are an awful lot of Muslim, scientists, researchers, and medical professionals for a religion which is supposedly incompatible with science.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
279,Muslims have nothing to contribute to our society.,literally living from hand to mouth if coswift arbitrage keeps up with the 39 daily returns for a couple more months will be great to try it out,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
280,"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!",this is so helpful just wanna say that thank you for helping me gain knowledge lol,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
281,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,"From what I have heard clerics are supporting the idea of living peacefully so, I am not sure why you would think that someone is agitating for war? Plus, this is not a way to be.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
282,Have Muslims done something useful for us?,How about this. [insert link to Muslim group cleaning Newcastle streets after New Year's or more up to date example].,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
283,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,"Only as much as any other religion, and yet you do not seem to have a problem with those. I wonder why?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
284,Islam corrupts our children in schools and this is a shame.,your whispering outfit and the setting everything is perfect,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
285,Muslims conceived the slave trade.,Christian Europeans are the ones that then expanded the slave trade to an industrial scale and instrumentalised exploitation as a key component of our economy.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
286,Western societies are too much civilised to welcome Muslims.,getting that raven feel with your hair color from teen titans it looks rad love it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
287,Almost all Muslims deliberately decide not to work.,If they were refusing work then they will not be on benefits. So what is your problem.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
288,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",i used to work in a used game store we would refurbish gamestop refurbished consoles literally daily from people who had them for just a little over a month gamestop refurbishes are known for taking shortcuts at every possible turn and using the cheapest replacement parts available we had a local gamestop that was notorious for ignoring thermal paste on literally everything they did so much so we put out a social media post letting everyone in our area know we would redo the thermal paste in any...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
289,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!",So much hatred. We must respect and understand all peoples.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
290,"All Muslims should be deported, no one wants them here.",Are you sure about this? Have you interviewed every single person in this country? Tell me more about this.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
291,Muslims have no place in civilised Europe.,Muslims contribute much to Europe and have done since the 19th Century.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
292,People that live in the West cannot live with Muslims.,Except all of those which live and add to Western Societies.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
293,Muslims grooming gangs are protected by the government and the police. This is a betrayal!,your mixes are so relaxing they make my mind feel at ease anytime anywhere thanks for showing us this masterpiece i love it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
294,"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?",whoever is doing those motion graphics is just killing it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
295,Muslims conceived the slave trade.,itll be epic if draugur compared with trophy truck than ramp buggy,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
296,99% of Muslims in the UK are unemployable and refuse to work.,excellent datadriven assessment of this field i am 57 with a bs in math just retired not really want to work in data science and pursuing a masters in statistics i have one class in machine learning where neither the professor nor students are over thirty most of the students are early twenties and some might still be in their teens i was able to start on zoom but now that we are back in the class my status is very clear although i keep fit and positive i never lied about my age that would be cr...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
297,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,This is not true. How can you say this about an entire faith?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
298,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","Islam has given many things to the Western society. For example, medicine, mathematics. These things belong with our society. It is not correct to deny all good things about a certain culture.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
299,Islam pretends to be a religion but in reality it is only a moon cult.,im sure youve seen malevolent from 2018 with florence pogue but if you havent its just a really well acted horror flick i seem to like just about everything florence pogue is in thanks for another great list as i plan to check out primer and troll 2 both of which i never would have considered without your recommendation pls keep making as many of these lists as you can,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
300,#saville town looks like a city of Afghanistan or Pakistan more than an English City. What do you think?,description imagery perfection no really this is a perfect review for my organelles test for tomorrow great job and thank you so much edit wow i did not expect this so many likes hehethx,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
301,Islam corrupts our children in schools and this is a shame.,Do you have any evidence that Islam is being forced fed? I did not think so.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
302,Muslim invasion is the new plague of London. They must be repatriated to their home countries!,"1- No it is not. 2 - An entire faith, really? 5 - Muslims can also be British.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
303,"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?",her immediately saying “i know that’s right” love her,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
304,"We should expel Muslims, everyone wants them out of the country.",arun this product killed over a hundred people also arun 7 out of 10,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
305,All Muslims are incompatible with any Western society.,gibi i have to say i struggle with emotions hella im insecure about to graduate this year and full to the brim with all sorts of emotion i dont know how to express respond to or face i just want to say thanks for being a positive influence im not your oldest fan or your most outspoken but i appreciate you youre pretty cool signed a really stressed teenager,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
306,"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.","This feels like a 'Final solution' to me. Are you seriously suggesting the extermination of, what, 5% of the UK population? Get a grip.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
307,"I think that Muslims can be a problem for our society, because they do not want to conform to our costumes. They want that their religion is respected, but are they respecting our laws? One day they will oppress us with the Sharia and polygamy.",Evidence for this? This is not true. How can you say this about an entire faith?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
308,"Europe is civilised, Muslims should not stay there.",Do people who make such sweeping statements based on hate and ignorance belong in our civilisation then?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
309,"Muslims follow a despicable religion! They are envious of our territories and want to take possession of them, spreading their religion! This does not respect our holy scriptures!",i’m a mental health tech at an inpatient psychiatry unit and i had a particularly rough day today and hearing you say “nobody needs anything from you right now” really hit hard i love you for this video jocie thank you so much for everything you do,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
310,Appeasement to Islam and Muslims is a mental illness. It is a fact.,omg the fact that you said that all i need is a month and a half makes me feel so much better that is the exact amount of time i have leftactually theres even 5 extra days since my test is on june 5 and i was just panicking because i just started revising today thank you for relieving my stress haha,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
311,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",can we respect that nick constantly shows himself eating crab and lobster despite being allergic to shellfish what a goat,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
312,The vast majority of Muslims are unemployed and refuse to work.,one of the best albums ever made timeless,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
313,Muslims are not civilised and Europe does not want them.,great video love how you style everything so cutely i really wish to get my own switch oled soon btw where did you buy this tiny white tv looking thing in the back with the pastel buttons,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
314,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,never thought id say this but i got my ps5 today its absolutely breathtaking,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
315,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?",Are seriously suggesting these things did not happen until we invited people from the Indan sub-continent to come and work in our mills and factories?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
316,Muslims have nothing to contribute to our society.,hey there awesome video i want to buy the pixel 7 do you know if i miss any features if i dont go with the pro model i like the design and size of the pixel 7 more than the pro model but want to have a software features am i missing something out with the regular pixel 7,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
317,"Muslims, if they cannot assimilate, they should emigrate.",Many groups of people feel excluded for many reasons and should be supported.,1,0,Misclassified,OK (Detected NORMAL in 'NORMAL')
318,"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.","Stop and search disproportionately targets ethnic minorities, looks to me like institutional racism is fuelling this culture of hate.",1,0,Misclassified,OK (Detected NORMAL in 'NORMAL')
319,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,never thought i would enjoy a 6 hour programming course really nice man,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
320,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!",Islam is all about love and tolerance [insert quote].,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
321,"We should have a flaming punishment on these Muslims, before they win.",i love your videos keep goingyou are great,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
322,If the Koran was published today it would be banned as hate speech.,Turns out texts that predate modern civillisation often do not hold up to today's standards for tolerance and equality. Shocking!,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
323,It is one law for Muslims and another law for us.,kudos to the ukrainian freedom orchestraits quite refreshing to see this side of ukraine continue to fight with your instruments for your culturewe do appreciate every one of you stay strong,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
324,Muslims do not have nothing useful that can enrich our culture.,how can the satellite know so accurately the gps location of the area its taking a photo of that sounds very impressive considering tiny one inch nudge shifts it by tens of miles,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
325,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.","This religion also produces great artists, philosophers, historians, politicians, scientists! The proportion of criminals is present in every society.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
326,"If you support Islam and Muslims, it is because you do not know what they really are.",and he died at 64 one year for every square on the board poetic,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
327,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,Prejudice = Pre-judging ie not knowing anything how can that be common sense?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
328,We must send Islamics back to their native countries. They are too different from us.,loving the vibe of this thank you this is now my favorite playlist,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
329,"Islam is camouflaged as a religion, but it has extremist doctrines. This false religion is spreading in our country. This is enough!","Islam is belief system that contributed to prominent scientific, political, and social innovations that ordered and improved the world.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
330,"Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.","Can I suggest that some of the cruelest acts in human history have been committed the name of politics just as much as the various faiths, and that this is more about what it is to be 'human' than any aspect of 'divinity'?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
331,Muslims do not have nothing useful that can enrich our culture.,"The knowledge western society is built on was discovered by Islamic scholars, then colonialists claimed it as their own. Our society would not be so developed without Muslim contributions to science, medicine, and many other fields.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
332,Muslims use corporal and cruel punishment on people.,Aren't there a lot of people in britain (and the states) who want to bring back hanging? Or is that different?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
333,Almost all Muslims deliberately decide not to work.,Well studies show that people from ethnic minorities have to send 74% more applications to achieve equal success to White people. There's your cause of unemployment.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
334,Muslims are not civilised and Europe does not want them.,"So-called civilised Europe has benefited from Islamic contributions for hundreds of years, even some basic research would tell you that Muslims have just as much right as any other to be here.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
335,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Really? Cause it seems problems in this country are caused by hatred and intolerance.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
336,"I think that Muslims can be a problem for our society, because they do not want to conform to our costumes. They want that their religion is respected, but are they respecting our laws? One day they will oppress us with the Sharia and polygamy.","Isn't polygamy common to a variety of cultures, and had been practiced by a range of religions. Ask the Mormons.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
337,Western societies are too much civilised to welcome Muslims.,pov he solved a cube from 1980 faster then you solve the best cube in world,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
338,"The western society is in danger, because of the islamic menace.",differentiation accommodation and special ed hinge the diversity and inclusion in the world we are living,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
339,The vast majority of Muslims are unemployed and refuse to work.,i got a 1500 on my sats i went to a community college got my associates transferred to a 4 year college did super well there went to school of medicine at uw and im almost done with my residency,0,1,Misclassified,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
340,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,got a question on the topic please share it in the comment section below and our experts will answer it for you for edureka data science masters certification curriculum visit our website use code 𝐘𝐎𝐔𝐓𝐔𝐁𝐄𝟐𝟎 subscribe to edureka youtube channel for latest video updates,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
341,Islam and peace cannot coexist!,Iceland and Switzerland are both named as countries at the top of the 'Global Peace index'. Both have Muslim populations.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
342,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",Britain Muslims means they are Britishes who enjoy the right covered by the Act. It is logical that labour party should consider their right and voice as well.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
343,"Islam does not help science progression, because it does not have useful elements and it isn't rational.",i feel like every time he mixes up a hard puzzle and doesn’t solve it i come a bit closer to dying,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
344,"A recent poll from yougov indicate that westeners do not consider Islam as good as other religions, and for this fact Islam is unsuitable with western values.",first got into btc back in 2016 and have been hodlingbuying assets at different price points since ive been through corrections before and will likely experience more over the future volatility is simply the price one needs to pay if they want to play i dont have any alts as im a bit of a btc maxi but that said if btc hasnt died before it surely wont do so now stick in there yes we are all feeling the pain but over the long run this will just be a blip this is how i see past corrections when i f...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
345,People that live in the West cannot live with Muslims.,great cast as always,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
346,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,you should add a taunt ability for the hiders that plays a monkey sound the seekers can hear it the hiders can taunt manually but every 2 mins it automatically taunts because it is still really easy to hide from the seekers,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
347,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",the first game is awesome the second one just did what you wanted him to but nothing more the third one was quite cool but a bit boring also is horror game material the fourth game looked like if it was made by a 10 year old but still cool,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
348,Muslims do not have nothing useful that can enrich our culture.,our first merch drop is here,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
349,Muslims have no place in civilised Europe.,Why? What makes you say this? How are muslims 'uncivilised'?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
350,"The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.",That is a very serious charge. Could you share how you form this thought and how you receive this information? The truth is that Islam encourages people care for others and criticizes violence.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
351,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",This is not true. How can you say this about an entire faith?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
352,Le voile islamique est une honte pour nous.,i love justines point about the iphone mini i hope apple continues to manufacture it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
353,Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.,that golden state warrior doing the splits always makes me laugh,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
354,"We should have a flaming punishment on these Muslims, before they win.",Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
355,"If they love Sharia law so much, why do not they go off and live in a Muslim country?",daemon targaryen aka the rogue prince is the best targaryen in the lore of asoiaf and i cant wait for yah to see more of him an we all should take some time to praise matt smith for his portrayal of the character because its nothing short of perfection the show runners hit it out the park with the casting for all of these characters in this prequel,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
356,If someone wrote the Koran to the present day it would not be allowed.,"The real problem here is the amount of Islamophobic hate speech that Muslims face, not the book which their beliefs are based on. That is the hate which is having real and dangerous consequences.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
357,"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.",i updated mine too so tired of lazy wicked human beings that enjoy taking advantage of everyone specially the elderly so many scammers and hackers from foreign and domestic,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
358,Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!,bayonetta is gorgeous and her style with lady butterfly and her armor is too dopehope that the combat gets some more content besides the trailerim thinking that some nuances and combat systems will show up ingame wellgotta rack up some cash to get this one day one 3,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
359,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,chess is and forever will be a timeless endearing game that will forever captivate the human mind long may it reign in thousands of years to come,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
360,Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!,"1- No it is not. 2 - An entire faith, really? 5 - Muslims can also be British.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
361,Appeasement to Islam and Muslims is a mental illness. It is a fact.,Putting 'it's a fact' after an ungrounded opinion does not make it a fact.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
362,"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!","In fact, muslim literatures are not about hate and genocide. The literatures teach people to improve oneself and the world, care for the poor, etc. Hence, I do not think we should eradicate the literatures.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
363,Western societies are too much civilised to welcome Muslims.,Define western society? Who chooses this?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
364,"All Muslims should be deported, no one wants them here.",if you ever get lose in the wilderness chris is the person you would need with you,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
365,"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.","Are you suggesting to commit a crime? There are courts for punishment and if the crowd does the punishment itself, you will become criminals.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
366,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,Being forced to eat my peas when I was a kid just made me hate them even more. Still cannot stomach the damn things.,1,0,Misclassified,OK (Detected NORMAL in 'NORMAL')
367,Muslims are not civilised and Europe does not want them.,"Well most Muslims are here because of our 'civilised' crusades, 'civilised' industrial scale slavery, and 'civilised' pillaging of natural resources and yet the vast majority of Muslims in the UK are proud to be British, work hard and and contribute to the economy.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
368,"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?",1 wrong move and its all gone,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
369,People that live in the West cannot live with Muslims.,"Muslims have been a part of western society for hundreds and hundreds of years and have been integral to its development, to try and separate the two is impossible.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
370,"Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.",i love how we never heard daemon say “the heir for a day”,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
371,People that live in the West cannot live with Muslims.,timestamps 1 why should we hire you 150 2 what is your greatest weakness 411 3 tell me about yourself 542 4 what type of work environment do you prefer 737 5 where do you see yourself in five years 917 6 why did you leave your previous employer 1127 7 what is your leadership style 1509 8 why do you want to work here 1707 9 do you have any questions for me 2016,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
372,Muslims use acts of violence to punish people.,Muslims are only expected to engage in combat in warfare and never against innocent people or non-believers.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
373,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,"Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
374,Afghanistan or maybe Pakistan? I bet this does not look like an English town to you? #saville Town (Text accompanying video footage of people on their way to Friday prayers etc. ),What is wrong with accepting and understanding people of different backgrounds?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
